ver:"3.0" more:T hisLimit:10000 dis:"Mon 1-Jan-2024 to Sun 1-Feb-2026" view:"chart" limit:10000 hisStart:2024-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-02T00:00:00+02:00 Bucharest
ts disKey:"ui::timestamp" tz:"Bucharest" chartFormat:"D-MMM",v0 mod:2024-04-12T14:46:51.78Z hisSize:51917 tz:"Bucharest" precision:1 roomRef:@p:linkEdge:r:2d996b7e-192811d1 "Site B Room 4 Living" lorawanPoint his id:@p:linkEdge:r:2d997a3d-7836afaf "Site B Room 4 Living AQ Temperature" hisStart:2025-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-06T02:45:00+02:00 Bucharest innLinkEdge kind:"Number" unit:"°C" sensor cur amSensorRef:@p:linkEdge:r:2d997a3d-a040140e "Site B Room 4 Living AQ" curStatus:"ok" point curVal:25.2°C disMacro:"\$equipRef \$navName" lorawanConnRef:@p:linkEdge:r:2d997a3d-8ce770dd "4 Living AQ" navName:"Temperature" hisCollectInterval:15min equipRef:@p:linkEdge:r:2d997a3d-a040140e "Site B Room 4 Living AQ" temp hisStatus:"ok" siteRef:@p:linkEdge:r:2d996a50-dc9f00bf "Site B Room" hisCollectCov:0.1 lorawanCur:"temperature" floorRef:@p:linkEdge:r:2d996b5e-526d9983 "p:linkEdge:r:2d996b5e-526d9983" amSensorAM307ModelId:"_amSensorAM307_point:temperature"
2025-03-29T01:45:00+02:00 Bucharest,24.700000762939453°C
2025-03-29T02:00:00+02:00 Bucharest,24.700000762939453°C
2025-03-29T02:15:00+02:00 Bucharest,24.600000381469727°C
2025-03-29T02:24:24+02:00 Bucharest,24.5°C
2025-03-29T02:30:00+02:00 Bucharest,24.5°C
2025-03-29T02:45:00+02:00 Bucharest,24.5°C
2025-03-29T02:54:24+02:00 Bucharest,24.399999618530273°C
2025-03-29T03:00:00+02:00 Bucharest,24.399999618530273°C
2025-03-29T03:15:00+02:00 Bucharest,24.299999237060547°C
2025-03-29T03:30:00+02:00 Bucharest,24.299999237060547°C
2025-03-29T03:45:00+02:00 Bucharest,24.299999237060547°C
2025-03-29T04:00:00+02:00 Bucharest,24.299999237060547°C
2025-03-29T04:14:22+02:00 Bucharest,24.5°C
2025-03-29T04:15:00+02:00 Bucharest,24.5°C
2025-03-29T04:24:22+02:00 Bucharest,24.600000381469727°C
2025-03-29T04:30:00+02:00 Bucharest,24.600000381469727°C
2025-03-29T04:34:22+02:00 Bucharest,24.799999237060547°C
2025-03-29T04:45:00+02:00 Bucharest,24.899999618530273°C
2025-03-29T04:54:21+02:00 Bucharest,25.100000381469727°C
2025-03-29T05:00:00+02:00 Bucharest,25.100000381469727°C
2025-03-29T05:14:21+02:00 Bucharest,25.299999237060547°C
2025-03-29T05:15:00+02:00 Bucharest,25.299999237060547°C
2025-03-29T05:30:00+02:00 Bucharest,25.399999618530273°C
2025-03-29T05:44:21+02:00 Bucharest,25.5°C
2025-03-29T05:45:00+02:00 Bucharest,25.5°C
2025-03-29T06:00:00+02:00 Bucharest,25.5°C
2025-03-29T06:14:20+02:00 Bucharest,25.600000381469727°C
2025-03-29T06:15:00+02:00 Bucharest,25.600000381469727°C
2025-03-29T06:30:00+02:00 Bucharest,25.600000381469727°C
2025-03-29T06:45:00+02:00 Bucharest,25.600000381469727°C
2025-03-29T07:00:00+02:00 Bucharest,25.600000381469727°C
2025-03-29T07:04:19+02:00 Bucharest,25.5°C
2025-03-29T07:15:00+02:00 Bucharest,25.5°C
2025-03-29T07:30:00+02:00 Bucharest,25.5°C
2025-03-29T07:44:18+02:00 Bucharest,25.399999618530273°C
2025-03-29T07:45:00+02:00 Bucharest,25.399999618530273°C
2025-03-29T08:00:00+02:00 Bucharest,25.399999618530273°C
2025-03-29T08:15:00+02:00 Bucharest,25.299999237060547°C
2025-03-29T08:30:00+02:00 Bucharest,25.299999237060547°C
2025-03-29T08:45:00+02:00 Bucharest,25.299999237060547°C
2025-03-29T09:00:00+02:00 Bucharest,25.299999237060547°C
2025-03-29T09:15:00+02:00 Bucharest,25.299999237060547°C
2025-03-29T09:30:00+02:00 Bucharest,25.299999237060547°C
2025-03-29T09:45:00+02:00 Bucharest,25.299999237060547°C
2025-03-29T10:00:00+02:00 Bucharest,25.299999237060547°C
2025-03-29T10:15:00+02:00 Bucharest,25.299999237060547°C
2025-03-29T10:30:00+02:00 Bucharest,25.299999237060547°C
2025-03-29T10:45:00+02:00 Bucharest,25.299999237060547°C
2025-03-29T11:00:00+02:00 Bucharest,25.299999237060547°C
2025-03-29T11:15:00+02:00 Bucharest,25.299999237060547°C
2025-03-29T11:24:15+02:00 Bucharest,25.200000762939453°C
2025-03-29T11:30:00+02:00 Bucharest,25.200000762939453°C
2025-03-29T11:45:00+02:00 Bucharest,25.200000762939453°C
2025-03-29T12:00:00+02:00 Bucharest,25.200000762939453°C
2025-03-29T12:15:00+02:00 Bucharest,25.200000762939453°C
2025-03-29T12:30:00+02:00 Bucharest,25.200000762939453°C
2025-03-29T12:45:00+02:00 Bucharest,25.200000762939453°C
2025-03-29T12:54:13+02:00 Bucharest,25.299999237060547°C
2025-03-29T13:00:00+02:00 Bucharest,25.299999237060547°C
2025-03-29T13:04:13+02:00 Bucharest,25.200000762939453°C
2025-03-29T13:15:00+02:00 Bucharest,25.200000762939453°C
2025-03-29T13:30:00+02:00 Bucharest,25.100000381469727°C
2025-03-29T13:34:12+02:00 Bucharest,25°C
2025-03-29T13:45:00+02:00 Bucharest,25°C
2025-03-29T13:54:12+02:00 Bucharest,24.899999618530273°C
2025-03-29T14:00:00+02:00 Bucharest,24.899999618530273°C
2025-03-29T14:15:00+02:00 Bucharest,24.799999237060547°C
2025-03-29T14:30:00+02:00 Bucharest,24.799999237060547°C
2025-03-29T14:34:11+02:00 Bucharest,24.700000762939453°C
2025-03-29T14:45:00+02:00 Bucharest,24.700000762939453°C
2025-03-29T15:00:00+02:00 Bucharest,24.700000762939453°C
2025-03-29T15:15:00+02:00 Bucharest,24.600000381469727°C
2025-03-29T15:24:10+02:00 Bucharest,24.5°C
2025-03-29T15:30:00+02:00 Bucharest,24.5°C
2025-03-29T15:45:00+02:00 Bucharest,24.5°C
2025-03-29T16:00:00+02:00 Bucharest,24.5°C
2025-03-29T16:04:10+02:00 Bucharest,24.399999618530273°C
2025-03-29T16:15:00+02:00 Bucharest,24.299999237060547°C
2025-03-29T16:30:00+02:00 Bucharest,24.299999237060547°C
2025-03-29T16:45:00+02:00 Bucharest,24.299999237060547°C
2025-03-29T17:00:00+02:00 Bucharest,24.399999618530273°C
2025-03-29T17:14:08+02:00 Bucharest,24.5°C
2025-03-29T17:15:00+02:00 Bucharest,24.5°C
2025-03-29T17:24:08+02:00 Bucharest,24.600000381469727°C
2025-03-29T17:30:00+02:00 Bucharest,24.600000381469727°C
2025-03-29T17:34:08+02:00 Bucharest,24.799999237060547°C
2025-03-29T17:44:08+02:00 Bucharest,25°C
2025-03-29T17:45:00+02:00 Bucharest,25°C
2025-03-29T17:54:08+02:00 Bucharest,25.100000381469727°C
2025-03-29T18:00:00+02:00 Bucharest,25.100000381469727°C
2025-03-29T18:14:07+02:00 Bucharest,25.299999237060547°C
2025-03-29T18:15:00+02:00 Bucharest,25.299999237060547°C
2025-03-29T18:30:00+02:00 Bucharest,25.399999618530273°C
2025-03-29T18:44:07+02:00 Bucharest,25.5°C
2025-03-29T18:45:00+02:00 Bucharest,25.5°C
2025-03-29T19:00:00+02:00 Bucharest,25.5°C
2025-03-29T19:15:00+02:00 Bucharest,25.5°C
2025-03-29T19:30:00+02:00 Bucharest,25.5°C
2025-03-29T19:45:00+02:00 Bucharest,25.5°C
2025-03-29T20:00:00+02:00 Bucharest,25.5°C
2025-03-29T20:04:05+02:00 Bucharest,25.399999618530273°C
2025-03-29T20:15:00+02:00 Bucharest,25.399999618530273°C
2025-03-29T20:30:00+02:00 Bucharest,25.399999618530273°C
2025-03-29T20:44:05+02:00 Bucharest,25.5°C
2025-03-29T20:45:00+02:00 Bucharest,25.5°C
2025-03-29T21:00:00+02:00 Bucharest,25.5°C
2025-03-29T21:15:00+02:00 Bucharest,25.5°C
2025-03-29T21:24:04+02:00 Bucharest,25.399999618530273°C
2025-03-29T21:30:00+02:00 Bucharest,25.399999618530273°C
2025-03-29T21:45:00+02:00 Bucharest,25.399999618530273°C
2025-03-29T22:00:00+02:00 Bucharest,25.299999237060547°C
2025-03-29T22:14:03+02:00 Bucharest,25.200000762939453°C
2025-03-29T22:15:00+02:00 Bucharest,25.200000762939453°C
2025-03-29T22:30:00+02:00 Bucharest,25.200000762939453°C
2025-03-29T22:45:00+02:00 Bucharest,25.100000381469727°C
2025-03-29T22:54:02+02:00 Bucharest,25°C
2025-03-29T23:00:00+02:00 Bucharest,25°C
2025-03-29T23:15:00+02:00 Bucharest,25°C
2025-03-29T23:24:02+02:00 Bucharest,24.899999618530273°C
2025-03-29T23:30:00+02:00 Bucharest,24.899999618530273°C
2025-03-29T23:45:00+02:00 Bucharest,24.799999237060547°C
2025-03-30T00:00:00+02:00 Bucharest,24.799999237060547°C
2025-03-30T00:15:00+02:00 Bucharest,24.799999237060547°C
2025-03-30T00:24:01+02:00 Bucharest,24.700000762939453°C
2025-03-30T00:30:00+02:00 Bucharest,24.700000762939453°C
2025-03-30T00:45:00+02:00 Bucharest,24.600000381469727°C
2025-03-30T01:00:00+02:00 Bucharest,24.600000381469727°C
2025-03-30T01:14:00+02:00 Bucharest,24.5°C
2025-03-30T01:15:00+02:00 Bucharest,24.5°C
2025-03-30T01:30:00+02:00 Bucharest,24.5°C
2025-03-30T01:43:59+02:00 Bucharest,24.399999618530273°C
2025-03-30T01:45:00+02:00 Bucharest,24.399999618530273°C
2025-03-30T02:00:00+02:00 Bucharest,24.399999618530273°C
2025-03-30T02:15:00+02:00 Bucharest,24.299999237060547°C
2025-03-30T02:30:00+02:00 Bucharest,24.399999618530273°C
2025-03-30T02:43:58+02:00 Bucharest,24.5°C
2025-03-30T02:45:00+02:00 Bucharest,24.5°C
2025-03-30T02:53:58+02:00 Bucharest,24.600000381469727°C
2025-03-30T04:00:00+03:00 Bucharest,24.600000381469727°C
2025-03-30T04:03:58+03:00 Bucharest,24.799999237060547°C
2025-03-30T04:15:00+03:00 Bucharest,24.899999618530273°C
2025-03-30T04:23:58+03:00 Bucharest,25.100000381469727°C
2025-03-30T04:30:00+03:00 Bucharest,25.100000381469727°C
2025-03-30T04:43:57+03:00 Bucharest,25.299999237060547°C
2025-03-30T04:45:00+03:00 Bucharest,25.299999237060547°C
2025-03-30T05:00:00+03:00 Bucharest,25.399999618530273°C
2025-03-30T05:13:57+03:00 Bucharest,25.5°C
2025-03-30T05:15:00+03:00 Bucharest,25.5°C
2025-03-30T05:30:00+03:00 Bucharest,25.5°C
2025-03-30T05:45:00+03:00 Bucharest,25.5°C
2025-03-30T05:53:56+03:00 Bucharest,25.600000381469727°C
2025-03-30T06:00:00+03:00 Bucharest,25.600000381469727°C
2025-03-30T06:15:00+03:00 Bucharest,25.600000381469727°C
2025-03-30T06:23:56+03:00 Bucharest,25.5°C
2025-03-30T06:30:00+03:00 Bucharest,25.5°C
2025-03-30T06:45:00+03:00 Bucharest,25.5°C
2025-03-30T07:00:00+03:00 Bucharest,25.5°C
2025-03-30T07:13:55+03:00 Bucharest,25.399999618530273°C
2025-03-30T07:15:00+03:00 Bucharest,25.399999618530273°C
2025-03-30T07:30:00+03:00 Bucharest,25.399999618530273°C
2025-03-30T07:45:00+03:00 Bucharest,25.399999618530273°C
2025-03-30T08:00:00+03:00 Bucharest,25.299999237060547°C
2025-03-30T08:13:54+03:00 Bucharest,25.200000762939453°C
2025-03-30T08:15:00+03:00 Bucharest,25.200000762939453°C
2025-03-30T08:30:00+03:00 Bucharest,25.200000762939453°C
2025-03-30T08:45:00+03:00 Bucharest,25.200000762939453°C
2025-03-30T09:00:00+03:00 Bucharest,25.200000762939453°C
2025-03-30T09:15:00+03:00 Bucharest,25.100000381469727°C
2025-03-30T09:23:52+03:00 Bucharest,25°C
2025-03-30T09:30:00+03:00 Bucharest,25°C
2025-03-30T09:45:00+03:00 Bucharest,25°C
2025-03-30T10:00:00+03:00 Bucharest,25°C
2025-03-30T10:03:52+03:00 Bucharest,24.899999618530273°C
2025-03-30T10:15:00+03:00 Bucharest,24.899999618530273°C
2025-03-30T10:30:00+03:00 Bucharest,24.899999618530273°C
2025-03-30T10:45:00+03:00 Bucharest,24.799999237060547°C
2025-03-30T11:00:00+03:00 Bucharest,24.799999237060547°C
2025-03-30T11:15:00+03:00 Bucharest,24.799999237060547°C
2025-03-30T11:30:00+03:00 Bucharest,24.799999237060547°C
2025-03-30T11:43:50+03:00 Bucharest,24.700000762939453°C
2025-03-30T11:45:00+03:00 Bucharest,24.700000762939453°C
2025-03-30T12:00:00+03:00 Bucharest,24.700000762939453°C
2025-03-30T12:15:00+03:00 Bucharest,24.700000762939453°C
2025-03-30T12:30:00+03:00 Bucharest,24.700000762939453°C
2025-03-30T12:45:00+03:00 Bucharest,24.700000762939453°C
2025-03-30T13:00:00+03:00 Bucharest,24.700000762939453°C
2025-03-30T13:15:00+03:00 Bucharest,24.700000762939453°C
2025-03-30T13:30:00+03:00 Bucharest,24.700000762939453°C
2025-03-30T13:45:00+03:00 Bucharest,24.600000381469727°C
2025-03-30T14:00:00+03:00 Bucharest,24.600000381469727°C
2025-03-30T14:15:00+03:00 Bucharest,24.600000381469727°C
2025-03-30T14:30:00+03:00 Bucharest,24.600000381469727°C
2025-03-30T14:33:47+03:00 Bucharest,24.5°C
2025-03-30T14:43:47+03:00 Bucharest,24.600000381469727°C
2025-03-30T14:45:00+03:00 Bucharest,24.600000381469727°C
2025-03-30T15:00:00+03:00 Bucharest,24.600000381469727°C
2025-03-30T15:03:46+03:00 Bucharest,24.5°C
2025-03-30T15:15:00+03:00 Bucharest,24.5°C
2025-03-30T15:30:00+03:00 Bucharest,24.5°C
2025-03-30T15:45:00+03:00 Bucharest,24.5°C
2025-03-30T16:00:00+03:00 Bucharest,24.5°C
2025-03-30T16:03:45+03:00 Bucharest,24.399999618530273°C
2025-03-30T16:13:45+03:00 Bucharest,24.5°C
2025-03-30T16:15:00+03:00 Bucharest,24.5°C
2025-03-30T16:30:00+03:00 Bucharest,24.5°C
2025-03-30T16:45:00+03:00 Bucharest,24.5°C
2025-03-30T16:53:44+03:00 Bucharest,24.600000381469727°C
2025-03-30T17:00:00+03:00 Bucharest,24.600000381469727°C
2025-03-30T17:15:00+03:00 Bucharest,24.700000762939453°C
2025-03-30T17:30:00+03:00 Bucharest,24.700000762939453°C
2025-03-30T17:43:44+03:00 Bucharest,24.799999237060547°C
2025-03-30T17:45:00+03:00 Bucharest,24.799999237060547°C
2025-03-30T18:00:00+03:00 Bucharest,24.799999237060547°C
2025-03-30T18:15:00+03:00 Bucharest,24.799999237060547°C
2025-03-30T18:30:00+03:00 Bucharest,24.799999237060547°C
2025-03-30T18:45:00+03:00 Bucharest,24.799999237060547°C
2025-03-30T18:53:42+03:00 Bucharest,24.700000762939453°C
2025-03-30T19:00:00+03:00 Bucharest,24.700000762939453°C
2025-03-30T19:03:42+03:00 Bucharest,24.799999237060547°C
2025-03-30T19:15:00+03:00 Bucharest,24.899999618530273°C
2025-03-30T19:23:42+03:00 Bucharest,25°C
2025-03-30T19:30:00+03:00 Bucharest,25°C
2025-03-30T19:33:42+03:00 Bucharest,24.899999618530273°C
2025-03-30T19:45:00+03:00 Bucharest,24.899999618530273°C
2025-03-30T20:00:00+03:00 Bucharest,24.799999237060547°C
2025-03-30T20:13:41+03:00 Bucharest,24.700000762939453°C
2025-03-30T20:15:00+03:00 Bucharest,24.700000762939453°C
2025-03-30T20:30:00+03:00 Bucharest,24.700000762939453°C
2025-03-30T20:45:00+03:00 Bucharest,24.600000381469727°C
2025-03-30T21:00:00+03:00 Bucharest,24.600000381469727°C
2025-03-30T21:15:00+03:00 Bucharest,24.600000381469727°C
2025-03-30T21:23:40+03:00 Bucharest,24.5°C
2025-03-30T21:30:00+03:00 Bucharest,24.5°C
2025-03-30T21:45:00+03:00 Bucharest,24.5°C
2025-03-30T22:00:00+03:00 Bucharest,24.5°C
2025-03-30T22:03:39+03:00 Bucharest,24.399999618530273°C
2025-03-30T22:15:00+03:00 Bucharest,24.399999618530273°C
2025-03-30T22:30:00+03:00 Bucharest,24.399999618530273°C
2025-03-30T22:45:00+03:00 Bucharest,24.299999237060547°C
2025-03-30T23:00:00+03:00 Bucharest,24.299999237060547°C
2025-03-30T23:03:38+03:00 Bucharest,24.200000762939453°C
2025-03-30T23:15:00+03:00 Bucharest,24.200000762939453°C
2025-03-30T23:30:00+03:00 Bucharest,24.200000762939453°C
2025-03-30T23:45:00+03:00 Bucharest,24.200000762939453°C
2025-03-30T23:53:37+03:00 Bucharest,24.299999237060547°C
2025-03-31T00:00:00+03:00 Bucharest,24.299999237060547°C
2025-03-31T00:03:37+03:00 Bucharest,24.5°C
2025-03-31T00:13:37+03:00 Bucharest,24.600000381469727°C
2025-03-31T00:15:00+03:00 Bucharest,24.600000381469727°C
2025-03-31T00:23:37+03:00 Bucharest,24.799999237060547°C
2025-03-31T00:30:00+03:00 Bucharest,24.799999237060547°C
2025-03-31T00:33:36+03:00 Bucharest,25°C
2025-03-31T00:43:36+03:00 Bucharest,25.100000381469727°C
2025-03-31T00:45:00+03:00 Bucharest,25.100000381469727°C
2025-03-31T00:53:36+03:00 Bucharest,25.299999237060547°C
2025-03-31T01:00:00+03:00 Bucharest,25.299999237060547°C
2025-03-31T01:15:00+03:00 Bucharest,25.399999618530273°C
2025-03-31T01:23:35+03:00 Bucharest,25.5°C
2025-03-31T01:30:00+03:00 Bucharest,25.5°C
2025-03-31T01:43:35+03:00 Bucharest,25.600000381469727°C
2025-03-31T01:45:00+03:00 Bucharest,25.600000381469727°C
2025-03-31T02:00:00+03:00 Bucharest,25.600000381469727°C
2025-03-31T02:15:00+03:00 Bucharest,25.600000381469727°C
2025-03-31T02:30:00+03:00 Bucharest,25.600000381469727°C
2025-03-31T02:45:00+03:00 Bucharest,25.600000381469727°C
2025-03-31T02:53:34+03:00 Bucharest,25.5°C
2025-03-31T03:00:00+03:00 Bucharest,25.5°C
2025-03-31T03:15:00+03:00 Bucharest,25.5°C
2025-03-31T03:23:33+03:00 Bucharest,25.399999618530273°C
2025-03-31T03:30:00+03:00 Bucharest,25.399999618530273°C
2025-03-31T03:45:00+03:00 Bucharest,25.399999618530273°C
2025-03-31T04:00:00+03:00 Bucharest,25.299999237060547°C
2025-03-31T04:15:00+03:00 Bucharest,25.299999237060547°C
2025-03-31T04:23:32+03:00 Bucharest,25.200000762939453°C
2025-03-31T04:30:00+03:00 Bucharest,25.200000762939453°C
2025-03-31T04:45:00+03:00 Bucharest,25.100000381469727°C
2025-03-31T05:00:00+03:00 Bucharest,25.100000381469727°C
2025-03-31T05:03:32+03:00 Bucharest,25°C
2025-03-31T05:15:00+03:00 Bucharest,25°C
2025-03-31T05:23:31+03:00 Bucharest,24.899999618530273°C
2025-03-31T05:30:00+03:00 Bucharest,24.899999618530273°C
2025-03-31T05:45:00+03:00 Bucharest,24.899999618530273°C
2025-03-31T06:00:00+03:00 Bucharest,24.799999237060547°C
2025-03-31T06:13:30+03:00 Bucharest,24.700000762939453°C
2025-03-31T06:15:00+03:00 Bucharest,24.700000762939453°C
2025-03-31T06:30:00+03:00 Bucharest,24.700000762939453°C
2025-03-31T06:45:00+03:00 Bucharest,24.600000381469727°C
2025-03-31T07:00:00+03:00 Bucharest,24.600000381469727°C
2025-03-31T07:13:29+03:00 Bucharest,24.5°C
2025-03-31T07:15:00+03:00 Bucharest,24.5°C
2025-03-31T07:30:00+03:00 Bucharest,24.5°C
2025-03-31T07:33:29+03:00 Bucharest,24.399999618530273°C
2025-03-31T07:45:00+03:00 Bucharest,24.399999618530273°C
2025-03-31T08:00:00+03:00 Bucharest,24.299999237060547°C
2025-03-31T08:15:00+03:00 Bucharest,24.299999237060547°C
2025-03-31T08:23:28+03:00 Bucharest,24.200000762939453°C
2025-03-31T08:30:00+03:00 Bucharest,24.200000762939453°C
2025-03-31T08:33:28+03:00 Bucharest,24.299999237060547°C
2025-03-31T08:45:00+03:00 Bucharest,24.299999237060547°C
2025-03-31T09:00:00+03:00 Bucharest,24.399999618530273°C
2025-03-31T09:03:27+03:00 Bucharest,24.5°C
2025-03-31T09:13:27+03:00 Bucharest,24.600000381469727°C
2025-03-31T09:15:00+03:00 Bucharest,24.600000381469727°C
2025-03-31T09:23:27+03:00 Bucharest,24.799999237060547°C
2025-03-31T09:30:00+03:00 Bucharest,24.799999237060547°C
2025-03-31T09:43:27+03:00 Bucharest,25.100000381469727°C
2025-03-31T09:45:00+03:00 Bucharest,25.100000381469727°C
2025-03-31T10:00:00+03:00 Bucharest,25.200000762939453°C
2025-03-31T10:03:26+03:00 Bucharest,25.299999237060547°C
2025-03-31T10:15:00+03:00 Bucharest,25.299999237060547°C
2025-03-31T10:30:00+03:00 Bucharest,25.399999618530273°C
2025-03-31T10:33:26+03:00 Bucharest,25.5°C
2025-03-31T10:45:00+03:00 Bucharest,25.5°C
2025-03-31T11:00:00+03:00 Bucharest,25.5°C
2025-03-31T11:03:25+03:00 Bucharest,25.600000381469727°C
2025-03-31T11:15:00+03:00 Bucharest,25.600000381469727°C
2025-03-31T11:30:00+03:00 Bucharest,25.700000762939453°C
2025-03-31T11:43:25+03:00 Bucharest,24.899999618530273°C
2025-03-31T11:45:00+03:00 Bucharest,24.899999618530273°C
2025-03-31T11:53:24+03:00 Bucharest,24.399999618530273°C
2025-03-31T12:00:00+03:00 Bucharest,24.399999618530273°C
2025-03-31T12:03:24+03:00 Bucharest,24.700000762939453°C
2025-03-31T12:13:24+03:00 Bucharest,25°C
2025-03-31T12:15:00+03:00 Bucharest,25°C
2025-03-31T12:23:24+03:00 Bucharest,25.100000381469727°C
2025-03-31T12:30:00+03:00 Bucharest,25.100000381469727°C
2025-03-31T12:45:00+03:00 Bucharest,25.200000762939453°C
2025-03-31T12:53:23+03:00 Bucharest,25.299999237060547°C
2025-03-31T13:00:00+03:00 Bucharest,25.299999237060547°C
2025-03-31T13:13:23+03:00 Bucharest,25.5°C
2025-03-31T13:15:00+03:00 Bucharest,25.5°C
2025-03-31T13:23:23+03:00 Bucharest,25.600000381469727°C
2025-03-31T13:30:00+03:00 Bucharest,25.600000381469727°C
2025-03-31T13:45:00+03:00 Bucharest,25.700000762939453°C
2025-03-31T14:00:00+03:00 Bucharest,25.700000762939453°C
2025-03-31T14:03:22+03:00 Bucharest,25.799999237060547°C
2025-03-31T14:15:00+03:00 Bucharest,25.799999237060547°C
2025-03-31T14:30:00+03:00 Bucharest,25.799999237060547°C
2025-03-31T14:43:21+03:00 Bucharest,25.700000762939453°C
2025-03-31T14:45:00+03:00 Bucharest,25.700000762939453°C
2025-03-31T15:00:00+03:00 Bucharest,25.700000762939453°C
2025-03-31T15:15:00+03:00 Bucharest,25.700000762939453°C
2025-03-31T15:30:00+03:00 Bucharest,25.700000762939453°C
2025-03-31T15:45:00+03:00 Bucharest,25.700000762939453°C
2025-03-31T16:00:00+03:00 Bucharest,25.700000762939453°C
2025-03-31T16:15:00+03:00 Bucharest,25.700000762939453°C
2025-03-31T16:30:00+03:00 Bucharest,25.700000762939453°C
2025-03-31T16:43:19+03:00 Bucharest,25.5°C
2025-03-31T16:45:00+03:00 Bucharest,25.5°C
2025-03-31T17:00:00+03:00 Bucharest,25.5°C
2025-03-31T17:13:19+03:00 Bucharest,25.399999618530273°C
2025-03-31T17:15:00+03:00 Bucharest,25.399999618530273°C
2025-03-31T17:30:00+03:00 Bucharest,25.399999618530273°C
2025-03-31T17:45:00+03:00 Bucharest,25.299999237060547°C
2025-03-31T18:00:00+03:00 Bucharest,25.299999237060547°C
2025-03-31T18:13:18+03:00 Bucharest,25.200000762939453°C
2025-03-31T18:15:00+03:00 Bucharest,25.200000762939453°C
2025-03-31T18:30:00+03:00 Bucharest,25.200000762939453°C
2025-03-31T18:43:17+03:00 Bucharest,25.299999237060547°C
2025-03-31T18:45:00+03:00 Bucharest,25.299999237060547°C
2025-03-31T18:53:17+03:00 Bucharest,25.200000762939453°C
2025-03-31T19:00:00+03:00 Bucharest,25.200000762939453°C
2025-03-31T19:15:00+03:00 Bucharest,25.200000762939453°C
2025-03-31T19:30:00+03:00 Bucharest,25.200000762939453°C
2025-03-31T19:45:00+03:00 Bucharest,25.200000762939453°C
2025-03-31T20:00:00+03:00 Bucharest,25.200000762939453°C
2025-03-31T20:03:16+03:00 Bucharest,25.299999237060547°C
2025-03-31T20:15:00+03:00 Bucharest,25.299999237060547°C
2025-03-31T20:30:00+03:00 Bucharest,25.299999237060547°C
2025-03-31T20:45:00+03:00 Bucharest,25.299999237060547°C
2025-03-31T21:00:00+03:00 Bucharest,25.399999618530273°C
2025-03-31T21:15:00+03:00 Bucharest,25.299999237060547°C
2025-03-31T21:23:14+03:00 Bucharest,25.200000762939453°C
2025-03-31T21:30:00+03:00 Bucharest,25.200000762939453°C
2025-03-31T21:45:00+03:00 Bucharest,25.200000762939453°C
2025-03-31T22:00:00+03:00 Bucharest,25.100000381469727°C
2025-03-31T22:15:00+03:00 Bucharest,25.100000381469727°C
2025-03-31T22:23:13+03:00 Bucharest,25°C
2025-03-31T22:30:00+03:00 Bucharest,25°C
2025-03-31T22:45:00+03:00 Bucharest,25°C
2025-03-31T23:00:00+03:00 Bucharest,25°C
2025-03-31T23:15:00+03:00 Bucharest,25°C
2025-03-31T23:23:12+03:00 Bucharest,24.899999618530273°C
2025-03-31T23:30:00+03:00 Bucharest,24.899999618530273°C
2025-03-31T23:45:00+03:00 Bucharest,24.899999618530273°C
2025-04-01T00:00:00+03:00 Bucharest,24.799999237060547°C
2025-04-01T00:13:11+03:00 Bucharest,24.700000762939453°C
2025-04-01T00:15:00+03:00 Bucharest,24.700000762939453°C
2025-04-01T00:30:00+03:00 Bucharest,24.700000762939453°C
2025-04-01T00:45:00+03:00 Bucharest,24.600000381469727°C
2025-04-01T01:00:00+03:00 Bucharest,24.600000381469727°C
2025-04-01T01:13:10+03:00 Bucharest,24.5°C
2025-04-01T01:15:00+03:00 Bucharest,24.5°C
2025-04-01T01:30:00+03:00 Bucharest,24.5°C
2025-04-01T01:33:10+03:00 Bucharest,24.399999618530273°C
2025-04-01T01:45:00+03:00 Bucharest,24.399999618530273°C
2025-04-01T02:00:00+03:00 Bucharest,24.399999618530273°C
2025-04-01T02:15:00+03:00 Bucharest,24.299999237060547°C
2025-04-01T02:30:00+03:00 Bucharest,24.299999237060547°C
2025-04-01T02:33:10+03:00 Bucharest,24.200000762939453°C
2025-04-01T02:43:09+03:00 Bucharest,24.299999237060547°C
2025-04-01T02:45:00+03:00 Bucharest,24.299999237060547°C
2025-04-01T03:00:00+03:00 Bucharest,24.299999237060547°C
2025-04-01T03:13:08+03:00 Bucharest,24.5°C
2025-04-01T03:15:00+03:00 Bucharest,24.5°C
2025-04-01T03:23:08+03:00 Bucharest,24.700000762939453°C
2025-04-01T03:30:00+03:00 Bucharest,24.700000762939453°C
2025-04-01T03:33:08+03:00 Bucharest,24.799999237060547°C
2025-04-01T03:43:08+03:00 Bucharest,25°C
